N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
564.0,대덕,6520.0,0.0,0.00%,500.0,13717.0,17240.0,672.0
565.0,서연이화,8090.0,0.0,0.00%,500.0,21801.0,17905.0,660.0
566.0,디씨엠,19150.0,0.0,0.00%,500.0,2508.0,2869.0,349.0
567.0,코람코더원리츠,5390.0,0.0,0.00%,500.0,46.0,5186.0,28.0
568.0,포스코스틸리온,36250.0,0.0,0.00%,5000.0,13473.0,5864.0,1433.0
569.0,동남합성,59900.0,0.0,0.00%,500.0,1603.0,906.0,149.0
570.0,인스코비,1950.0,0.0,0.00%,500.0,717.0,1093.0,-24.0
571.0,넥센,3985.0,0.0,0.00%,500.0,24039.0,45723.0,336.0
572.0,일진전기,5750.0,0.0,0.00%,1000.0,9324.0,8379.0,204.0
573.0,삼영전자,10650.0,0.0,0.00%,500.0,2389.0,5436.0,157.0
574.0,금호에이치티,1070.0,0.0,0.00%,500.0,2340.0,4588.0,65.0
575.0,일성신약,80000.0,0.0,0.00%,5000.0,421.0,3714.0,-18.0
576.0,흥국화재,3300.0,0.0,0.00%,5000.0,45146.0,137623.0,771.0
577.0,DB금융투자,4980.0,0.0,0.00%,5000.0,14107.0,95837.0,1696.0
578.0,삼성전기우,72600.0,0.0,0.00%,5000.0,,,
579.0,두산우,52700.0,0.0,0.00%,5000.0,,,
580.0,현대비앤지스틸,13900.0,0.0,0.00%,5000.0,8557.0,7688.0,897.0
581.0,KH 필룩스,1365.0,0.0,0.00%,500.0,1202.0,5394.0,-69.0
582.0,현대차3우B,86000.0,0.0,0.00%,5000.0,,,
583.0,휴비스,6050.0,0.0,0.00%,5000.0,10826.0,8434.0,65.0
584.0,AK홀딩스,15750.0,0.0,0.00%,5000.0,31677.0,45487.0,-1657.0
585.0,삼화페인트,7650.0,0.0,0.00%,500.0,6316.0,6121.0,8.0
586.0,SOL 종합채권(AA-이상)액티브,97250.0,0.0,0.00%,0.0,,,
587.0,예스코홀딩스,34550.0,0.0,0.00%,5000.0,12667.0,14230.0,240.0
588.0,KODEX 반도체,26475.0,0.0,0.00%,0.0,,,
589.0,KBSTAR 미국S&P500,11905.0,0.0,0.00%,0.0,,,
590.0,계룡건설,23000.0,0.0,0.00%,5000.0,25618.0,23271.0,2327.0
591.0,사조동아원,1455.0,0.0,0.00%,500.0,4121.0,4488.0,191.0
592.0,해태제과식품,7010.0,0.0,0.00%,500.0,5677.0,6549.0,260.0
593.0,금강공업,6950.0,0.0,0.00%,1000.0,5705.0,8687.0,259.0
594.0,그린케미칼,8370.0,0.0,0.00%,500.0,2862.0,2117.0,209.0
595.0,제주은행,6250.0,0.0,0.00%,5000.0,2046.0,69442.0,226.0
596.0,JW생명과학,12550.0,0.0,0.00%,2500.0,1698.0,2195.0,284.0
597.0,아모레G3우(전환),27900.0,0.0,0.00%,500.0,,,
598.0,태경산업,6730.0,0.0,0.00%,500.0,5168.0,5847.0,406.0
599.0,한미글로벌,17950.0,0.0,0.00%,500.0,2701.0,2853.0,196.0
600.0,KBSTAR 국고채3년선물인버스,104985.0,0.0,0.00%,0.0,,,
601.0,대원강업,3170.0,0.0,0.00%,500.0,8622.0,9830.0,-50.0
602.0,방림,4635.0,0.0,0.00%,500.0,1310.0,2571.0,64.0
603.0,백광산업,4365.0,0.0,0.00%,500.0,1911.0,3592.0,179.0
604.0,제일파마홀딩스,12200.0,0.0,0.00%,500.0,7626.0,8924.0,-90.0
605.0,NH올원리츠,4580.0,0.0,0.00%,500.0,169.0,5173.0,101.0
606.0,HANARO 200 TOP10,7975.0,0.0,0.00%,0.0,,,
607.0,동성제약,7390.0,0.0,0.00%,1000.0,844.0,1046.0,-53.0
608.0,퍼스텍,4000.0,0.0,0.00%,500.0,1367.0,1856.0,43.0
609.0,팜스코,5220.0,0.0,0.00%,500.0,15369.0,11076.0,361.0
610.0,TIGER 차이나CSI300,10530.0,0.0,0.00%,0.0,,,
611.0,LG우,63200.0,0.0,0.00%,5000.0,,,
612.0,한솔테크닉스,5910.0,0.0,0.00%,5000.0,14906.0,7887.0,-43.0
613.0,KINDEX 중국본토CSI300,28465.0,0.0,0.00%,0.0,,,
614.0,진양홀딩스,3360.0,0.0,0.00%,500.0,2248.0,5661.0,69.0
615.0,삼성 인버스 2X WTI원유 선물 ETN,125.0,0.0,0.00%,0.0,,,
616.0,디아이,5920.0,0.0,0.00%,500.0,2266.0,2491.0,165.0
617.0,NH투자증권우,9880.0,0.0,0.00%,5000.0,,,
618.0,조선선재,147500.0,0.0,0.00%,500.0,682.0,1395.0,141.0
619.0,이지스밸류리츠,5020.0,0.0,0.00%,1000.0,69.0,2691.0,52.0
620.0,대영포장,1700.0,0.0,0.00%,500.0,3226.0,2461.0,122.0
621.0,무학,6460.0,0.0,0.00%,200.0,1269.0,6466.0,-9.0
622.0,신라교역,11500.0,0.0,0.00%,500.0,3465.0,6805.0,169.0
623.0,용평리조트,3790.0,0.0,0.00%,5000.0,2363.0,8415.0,307.0
624.0,TIGER 여행레저,4040.0,0.0,0.00%,0.0,,,
625.0,이엔플러스,3150.0,0.0,0.00%,500.0,554.0,1028.0,-19.0
626.0,한국주철관,7950.0,0.0,0.00%,500.0,5102.0,4231.0,486.0
627.0,노루페인트,9030.0,0.0,0.00%,500.0,7309.0,6706.0,255.0
628.0,벽산,2630.0,0.0,0.00%,500.0,4714.0,5054.0,85.0
629.0,아남전자,2335.0,0.0,0.00%,500.0,3598.0,2720.0,151.0
630.0,디와이,6830.0,0.0,0.00%,500.0,9983.0,8600.0,468.0
631.0,한국패러랠,2230.0,0.0,0.00%,0.0,,,
632.0,일성건설,3300.0,0.0,0.00%,500.0,4162.0,3793.0,108.0
633.0,KODEX 골드선물(H),11500.0,0.0,0.00%,0.0,,,
634.0,대동전자,16900.0,0.0,0.00%,500.0,436.0,2110.0,22.0
635.0,SNT에너지,23600.0,0.0,0.00%,500.0,1711.0,3321.0,133.0
636.0,TIGER 미국MSCI리츠(합성 H),13525.0,0.0,0.00%,0.0,,,
637.0,TIGER 글로벌메타버스액티브,7010.0,0.0,0.00%,0.0,,,
638.0,ARIRANG 고배당주,11295.0,0.0,0.00%,0.0,,,
639.0,삼성물산우B,106500.0,0.0,0.00%,100.0,,,
640.0,하나 코스피 변동성추세 추종 양매도 ETN,6915.0,0.0,0.00%,0.0,,,
641.0,효성ITX,14900.0,0.0,0.00%,500.0,4759.0,2414.0,203.0
642.0,유수홀딩스,6610.0,0.0,0.00%,2500.0,5037.0,5017.0,203.0
643.0,동아타이어,12450.0,0.0,0.00%,500.0,1796.0,4206.0,144.0
644.0,KBSTAR 코스피,24755.0,0.0,0.00%,0.0,,,
645.0,에스엠벡셀,1530.0,0.0,0.00%,500.0,731.0,478.0,-82.0
646.0,KINDEX 베트남VN30(합성),21250.0,0.0,0.00%,0.0,,,
647.0,TIGER 글로벌4차산업혁신기술(합성 H),14765.0,0.0,0.00%,0.0,,,
648.0,샘표식품,36700.0,0.0,0.00%,500.0,3487.0,3275.0,235.0
649.0,한국석유,13000.0,0.0,0.00%,500.0,6289.0,3421.0,156.0
650.0,대창단조,5760.0,0.0,0.00%,500.0,3544.0,2985.0,295.0
651.0,세아특수강,19100.0,0.0,0.00%,5000.0,8958.0,6511.0,354.0
652.0,SOL 200TR,10990.0,0.0,0.00%,0.0,,,
653.0,현대약품,5100.0,0.0,0.00%,500.0,1398.0,1639.0,-16.0
654.0,영풍제지,7350.0,0.0,0.00%,500.0,1206.0,2096.0,81.0
655.0,KODEX 은행,6000.0,0.0,0.00%,0.0,,,
656.0,수산중공업,2985.0,0.0,0.00%,500.0,2530.0,2361.0,143.0
657.0,한국특강,2655.0,0.0,0.00%,500.0,6915.0,4587.0,400.0
658.0,DB,792.0,0.0,0.00%,500.0,3269.0,6020.0,235.0
659.0,신원,1665.0,0.0,0.00%,500.0,8794.0,5036.0,216.0
660.0,세종공업,5710.0,0.0,0.00%,500.0,15881.0,11801.0,-42.0
661.0,삼양통상,52800.0,0.0,0.00%,5000.0,1940.0,4590.0,364.0
662.0,KODEX TRF3070,10900.0,0.0,0.00%,0.0,,,
663.0,KBSTAR iSelect메타버스,7220.0,0.0,0.00%,0.0,,,
664.0,두산퓨얼셀1우,11800.0,0.0,0.00%,100.0,,,
665.0,쎌마테라퓨틱스,6410.0,0.0,0.00%,500.0,96.0,279.0,-49.0
666.0,디아이씨,4045.0,0.0,0.00%,500.0,5901.0,6289.0,273.0
667.0,서연,6660.0,0.0,0.00%,500.0,24793.0,21379.0,837.0
668.0,TIGER 헬스케어,28955.0,0.0,0.00%,0.0,,,
669.0,고려산업,6240.0,0.0,0.00%,1000.0,2135.0,2386.0,49.0
670.0,노루홀딩스,11700.0,0.0,0.00%,500.0,9552.0,10555.0,267.0
671.0,성창기업지주,2210.0,0.0,0.00%,500.0,1979.0,7037.0,105.0
672.0,경동도시가스,26050.0,0.0,0.00%,2500.0,14572.0,9045.0,271.0
673.0,화성산업,15050.0,0.0,0.00%,5000.0,4222.0,8080.0,286.0
674.0,경보제약,6380.0,0.0,0.00%,500.0,1707.0,2370.0,-66.0
675.0,아시아나IDT,13700.0,0.0,0.00%,500.0,1747.0,2221.0,73.0
676.0,신흥,16000.0,0.0,0.00%,500.0,1269.0,1386.0,130.0
677.0,미원화학,69100.0,0.0,0.00%,1000.0,1975.0,1338.0,128.0
678.0,한라,4005.0,0.0,0.00%,5000.0,14753.0,15214.0,786.0
679.0,종근당바이오,27550.0,0.0,0.00%,2500.0,1422.0,2985.0,-114.0
680.0,삼화전기,22750.0,0.0,0.00%,1000.0,2471.0,1586.0,218.0
681.0,SK이노베이션우,120500.0,0.0,0.00%,5000.0,,,
682.0,KBSTAR IT플러스,15880.0,0.0,0.00%,0.0,,,
683.0,세원이앤씨,848.0,0.0,0.00%,500.0,831.0,2927.0,-96.0
684.0,KODEX 배당가치,11385.0,0.0,0.00%,0.0,,,
685.0,대한화섬,112000.0,0.0,0.00%,5000.0,1173.0,9078.0,32.0
686.0,SH에너지화학,1335.0,0.0,0.00%,500.0,1398.0,1196.0,3.0
687.0,강남제비스코,22700.0,0.0,0.00%,1000.0,5910.0,9040.0,-127.0
688.0,한신공영,12650.0,0.0,0.00%,5000.0,13111.0,21199.0,446.0
689.0,샘표,50700.0,0.0,0.00%,1000.0,3490.0,4427.0,219.0
690.0,KODEX 차이나항셍테크,6340.0,0.0,0.00%,0.0,,,
691.0,센트랄모텍,16850.0,0.0,0.00%,500.0,3684.0,2781.0,36.0
692.0,한컴라이프케어,5200.0,0.0,0.00%,200.0,1211.0,2141.0,48.0
693.0,KCTC,4765.0,0.0,0.00%,500.0,6947.0,5323.0,296.0
694.0,에이블씨엔씨,5260.0,0.0,0.00%,500.0,2629.0,1938.0,-224.0
695.0,태경케미컬,12250.0,0.0,0.00%,500.0,541.0,1607.0,121.0
696.0,한솔홀딩스,3375.0,0.0,0.00%,1000.0,4136.0,6537.0,184.0
697.0,STX중공업,4990.0,0.0,0.00%,2500.0,1639.0,4304.0,-109.0
698.0,미래에셋글로벌리츠,4850.0,0.0,0.00%,1000.0,83.0,3119.0,-32.0
699.0,디와이파워,12600.0,0.0,0.00%,500.0,4372.0,3420.0,422.0
700.0,유화증권,2425.0,0.0,0.00%,1000.0,223.0,7347.0,76.0
701.0,TIGER 코스닥150,11215.0,0.0,0.00%,0.0,,,
702.0,KODEX WTI원유선물인버스(H),4430.0,0.0,0.00%,0.0,,,
703.0,대신증권2우B,13750.0,0.0,0.00%,5000.0,,,
704.0,TIGER 200선물인버스2X,3270.0,0.0,0.00%,0.0,,,
705.0,극동유화,3905.0,0.0,0.00%,500.0,9648.0,3219.0,205.0
706.0,광전자,2345.0,0.0,0.00%,500.0,1738.0,2390.0,69.0
707.0,신일전자,1910.0,0.0,0.00%,500.0,1935.0,1221.0,96.0
708.0,HDC현대EP,4250.0,0.0,0.00%,500.0,8598.0,5829.0,284.0
709.0,KODEX 미국S&P500선물(H),19350.0,0.0,0.00%,0.0,,,
710.0,에이플러스에셋,5960.0,0.0,0.00%,500.0,2580.0,2856.0,57.0
711.0,KODEX 장기종합채권(AA-이상)액티브KAP,84225.0,0.0,0.00%,0.0,,,
712.0,이지스레지던스리츠,4720.0,0.0,0.00%,1000.0,92.0,1682.0,89.0
713.0,미창석유,76800.0,0.0,0.00%,5000.0,4063.0,3476.0,355.0
714.0,동양철관,1120.0,0.0,0.00%,500.0,1820.0,1860.0,-32.0
715.0,동방,2775.0,0.0,0.00%,1000.0,5959.0,5313.0,278.0
716.0,KODEX 미국나스닥100레버리지(합성 H),5320.0,0.0,0.00%,0.0,,,
717.0,TIGER 현대차그룹+펀더멘털,22425.0,0.0,0.00%,0.0,,,
718.0,유니온머티리얼,3150.0,0.0,0.00%,500.0,1183.0,1867.0,-8.0
719.0,대창,1450.0,0.0,0.00%,500.0,12776.0,8107.0,603.0
720.0,ARIRANG 코스피TR,12520.0,0.0,0.00%,0.0,,,
721.0,깨끗한나라,3535.0,0.0,0.00%,1000.0,5787.0,5987.0,130.0
722.0,마스턴프리미어리츠,4950.0,0.0,0.00%,1000.0,,,
723.0,황금에스티,7720.0,0.0,0.00%,500.0,2710.0,4316.0,412.0
724.0,모나리자,3580.0,0.0,0.00%,500.0,1064.0,940.0,34.0
725.0,TRUE 코스피 양매도 5% OTM ETN,8695.0,0.0,0.00%,0.0,,,
726.0,이아이디,1370.0,0.0,0.00%,200.0,2224.0,5193.0,-205.0
727.0,쌍방울,490.0,0.0,0.00%,500.0,970.0,3956.0,-23.0
728.0,한국공항,40500.0,0.0,0.00%,5000.0,3455.0,3839.0,-9.0
729.0,대신 골드 커버드콜 타겟 5%인컴 ETN(H),12820.0,0.0,0.00%,0.0,,,
730.0,한국내화,3100.0,0.0,0.00%,500.0,2717.0,3579.0,86.0
731.0,삼익악기,1405.0,0.0,0.00%,500.0,2954.0,5853.0,333.0
732.0,NI스틸,4445.0,0.0,0.00%,500.0,2482.0,3411.0,312.0
733.0,한양증권,9980.0,0.0,0.00%,5000.0,8742.0,16334.0,1162.0
734.0,인천도시가스,29000.0,0.0,0.00%,5000.0,5042.0,3606.0,32.0
735.0,미래에셋 코스피 양매도 5% OTM ETN,8390.0,0.0,0.00%,0.0,,,
736.0,시디즈,62900.0,0.0,0.00%,500.0,2519.0,848.0,127.0
737.0,광명전기,2895.0,0.0,0.00%,500.0,1371.0,1699.0,29.0
738.0,대유플러스,1035.0,0.0,0.00%,500.0,5120.0,5944.0,132.0
739.0,신송홀딩스,10550.0,0.0,0.00%,500.0,1864.0,2482.0,69.0
740.0,태경비케이,4470.0,0.0,0.00%,500.0,1952.0,3324.0,196.0
741.0,TIGER 미디어컨텐츠,6755.0,0.0,0.00%,0.0,,,
742.0,TIGER 반도체,27130.0,0.0,0.00%,0.0,,,
743.0,한진중공업홀딩스,4095.0,0.0,0.00%,5000.0,8880.0,18378.0,446.0
744.0,SG세계물산,592.0,0.0,0.00%,500.0,1357.0,3084.0,-47.0
745.0,만호제강,28800.0,0.0,0.00%,1000.0,1961.0,2582.0,13.0
746.0,KODEX 미국메타버스나스닥액티브,7050.0,0.0,0.00%,0.0,,,
747.0,팜젠사이언스,7470.0,0.0,0.00%,500.0,1099.0,2203.0,-50.0
748.0,대양금속,3650.0,0.0,0.00%,500.0,2034.0,1575.0,152.0
749.0,대구백화점,10900.0,0.0,0.00%,5000.0,818.0,4866.0,-181.0
750.0,대원화성,2855.0,0.0,0.00%,500.0,1133.0,1358.0,-84.0
751.0,KBSTAR KIS국고채30년Enhanced,70065.0,0.0,0.00%,0.0,,,
752.0,CJ씨푸드,3245.0,0.0,0.00%,500.0,1621.0,1334.0,45.0
753.0,인지컨트롤스,7580.0,0.0,0.00%,500.0,4849.0,5434.0,20.0
754.0,KODEX 차이나과창판STAR50(합성),8300.0,0.0,0.00%,0.0,,,
755.0,휴니드,8230.0,0.0,0.00%,5000.0,2277.0,2673.0,133.0
756.0,HANARO 200TR,38470.0,0.0,0.00%,0.0,,,
757.0,KODEX 단기변동금리부채권액티브,104050.0,0.0,0.00%,0.0,,,
758.0,TIGER 코스피,24990.0,0.0,0.00%,0.0,,,
759.0,KBSTAR 코스닥150,10915.0,0.0,0.00%,0.0,,,
760.0,KODEX 미국나스닥100선물(H),15675.0,0.0,0.00%,0.0,,,
761.0,KODEX 국고채3년,55875.0,0.0,0.00%,0.0,,,
762.0,세이브존I&C,2780.0,0.0,0.00%,1000.0,1222.0,5643.0,110.0
763.0,와이투솔루션,711.0,0.0,0.00%,500.0,1015.0,1185.0,-45.0
764.0,한국ANKOR유전,1615.0,0.0,0.00%,0.0,,,
765.0,크라운제과,9000.0,0.0,0.00%,200.0,3812.0,3246.0,159.0
766.0,CJ우,49750.0,0.0,0.00%,5000.0,,,
767.0,TIGER 중국소비테마,6790.0,0.0,0.00%,0.0,,,
768.0,일신석재,1445.0,0.0,0.00%,500.0,747.0,919.0,8.0
769.0,KOSEF 단기자금,101545.0,0.0,0.00%,0.0,,,
770.0,대원전선,1550.0,0.0,0.00%,500.0,4750.0,2406.0,23.0
771.0,웅진,1395.0,0.0,0.00%,500.0,9799.0,10660.0,430.0
772.0,한국화장품,6910.0,0.0,0.00%,500.0,670.0,485.0,-32.0
773.0,카프로,2770.0,0.0,0.00%,500.0,5824.0,3953.0,36.0
774.0,삼원강재,2760.0,0.0,0.00%,500.0,3000.0,2707.0,95.0
775.0,웰바이오텍,1650.0,0.0,0.00%,500.0,1216.0,1368.0,-39.0
776.0,삼성 인버스 2X 천연가스 선물 ETN C,10955.0,0.0,0.00%,0.0,,,
777.0,SK우,193500.0,0.0,0.00%,200.0,,,
778.0,다스코,5970.0,0.0,0.00%,500.0,3636.0,2985.0,43.0
779.0,범양건영,4395.0,0.0,0.00%,1000.0,1119.0,1985.0,30.0
780.0,한솔홈데코,1350.0,0.0,0.00%,1000.0,2632.0,3147.0,86.0
781.0,크라운해태홀딩스,7310.0,0.0,0.00%,500.0,9282.0,11157.0,393.0
782.0,삼일씨엔에스,8520.0,0.0,0.00%,1000.0,2266.0,3519.0,136.0
783.0,IHQ,648.0,0.0,0.00%,500.0,600.0,2386.0,-116.0
784.0,TRUE 레버리지 나스닥 100 ETN,21450.0,0.0,0.00%,0.0,,,
785.0,무림페이퍼,2575.0,0.0,0.00%,2500.0,10553.0,22844.0,298.0
786.0,조비,20600.0,0.0,0.00%,5000.0,846.0,1038.0,31.0
787.0,유유제약,6200.0,0.0,0.00%,1000.0,1157.0,1930.0,12.0
788.0,조흥,178000.0,0.0,0.00%,5000.0,2509.0,2676.0,191.0
789.0,인바이오젠,2000.0,0.0,0.00%,500.0,105.0,2745.0,-79.0
790.0,기신정기,3650.0,0.0,0.00%,500.0,1313.0,2651.0,96.0
791.0,신영와코루,11800.0,0.0,0.00%,500.0,1894.0,3887.0,37.0
792.0,남광토건,10800.0,0.0,0.00%,5000.0,3567.0,2740.0,208.0
793.0,SK케미칼우,50100.0,0.0,0.00%,5000.0,,,
794.0,엔에이치스팩19호,2065.0,0.0,0.00%,100.0,0.0,1158.0,-1.0
795.0,조광페인트,8250.0,0.0,0.00%,500.0,2385.0,3470.0,-88.0
796.0,현대코퍼레이션홀딩스,11600.0,0.0,0.00%,5000.0,1304.0,2510.0,81.0
797.0,상상인증권,974.0,0.0,0.00%,1000.0,482.0,5825.0,138.0
798.0,TIGER 투자등급회사채액티브,99235.0,0.0,0.00%,0.0,,,
799.0,삼일제약,7670.0,0.0,0.00%,500.0,1342.0,2264.0,4.0
800.0,대호에이엘,2020.0,0.0,0.00%,500.0,1434.0,1450.0,18.0
801.0,TIGER 미국다우존스30,21605.0,0.0,0.00%,0.0,,,
802.0,이구산업,3135.0,0.0,0.00%,500.0,3344.0,3239.0,356.0
803.0,명문제약,3080.0,0.0,0.00%,500.0,1378.0,2233.0,-59.0
804.0,지엠비코리아,5480.0,0.0,0.00%,500.0,5313.0,5225.0,84.0
805.0,STX,3650.0,0.0,0.00%,2500.0,9255.0,6761.0,90.0
806.0,TIGER KRX바이오K-뉴딜,6770.0,0.0,0.00%,0.0,,,
807.0,국제약품,5160.0,0.0,0.00%,1000.0,1197.0,1398.0,-17.0
808.0,한일철강,3885.0,0.0,0.00%,500.0,2486.0,3387.0,296.0
809.0,삼호개발,4120.0,0.0,0.00%,500.0,3173.0,2969.0,131.0
810.0,TRUE 레버리지 S&P500 선물 ETN(H),20560.0,0.0,0.00%,0.0,,,
811.0,신세계건설,25600.0,0.0,0.00%,5000.0,12568.0,8290.0,384.0
812.0,TIGER 미국채10년선물,12320.0,0.0,0.00%,0.0,,,
813.0,KINDEX 국고채10년,86000.0,0.0,0.00%,0.0,,,
814.0,계양전기,3130.0,0.0,0.00%,500.0,3923.0,2851.0,18.0
815.0,전방,60200.0,0.0,0.00%,5000.0,1337.0,3833.0,74.0
816.0,KODEX Fn Top10동일가중,7435.0,0.0,0.00%,0.0,,,
817.0,삼영화학,2965.0,0.0,0.00%,500.0,1333.0,1177.0,26.0
818.0,한창제지,1675.0,0.0,0.00%,500.0,1822.0,2486.0,178.0
819.0,보해양조,717.0,0.0,0.00%,500.0,837.0,1531.0,11.0
820.0,KTis,2860.0,0.0,0.00%,500.0,4680.0,3694.0,144.0
821.0,대유에이텍,862.0,0.0,0.00%,500.0,16558.0,13210.0,423.0
822.0,보락,1655.0,0.0,0.00%,200.0,398.0,563.0,17.0
823.0,지투알,5960.0,0.0,0.00%,1000.0,4585.0,5649.0,222.0
824.0,KTcs,2310.0,0.0,0.00%,500.0,9657.0,4168.0,210.0
825.0,대현,2225.0,0.0,0.00%,500.0,2879.0,2801.0,224.0
826.0,TIGER 차이나HSCEI,9885.0,0.0,0.00%,0.0,,,
827.0,삼성공조,12100.0,0.0,0.00%,500.0,796.0,2575.0,12.0
828.0,까뮤이앤씨,2170.0,0.0,0.00%,500.0,1637.0,1951.0,-30.0
829.0,한국화장품제조,21550.0,0.0,0.00%,500.0,678.0,765.0,-8.0
830.0,한국수출포장,24300.0,0.0,0.00%,5000.0,3192.0,3318.0,200.0
831.0,삼화왕관,45000.0,0.0,0.00%,5000.0,1499.0,2433.0,81.0
832.0,사조씨푸드,5630.0,0.0,0.00%,1000.0,1746.0,3369.0,140.0
833.0,토니모리,4020.0,0.0,0.00%,200.0,1146.0,2021.0,-135.0
834.0,덕양산업,2960.0,0.0,0.00%,500.0,13482.0,5236.0,63.0
835.0,동일고무벨트,6930.0,0.0,0.00%,500.0,2775.0,3138.0,9.0
836.0,KODEX 차이나CSI300,12935.0,0.0,0.00%,0.0,,,
837.0,이건산업,8700.0,0.0,0.00%,5000.0,2768.0,4193.0,321.0
838.0,평화산업,1735.0,0.0,0.00%,500.0,4241.0,2201.0,59.0
839.0,새론오토모티브,4955.0,0.0,0.00%,500.0,1276.0,2684.0,3.0
840.0,플레이그램,1055.0,0.0,0.00%,100.0,408.0,1295.0,-15.0
841.0,동방아그로,6950.0,0.0,0.00%,500.0,1341.0,2045.0,82.0
842.0,유니온,6060.0,0.0,0.00%,500.0,2159.0,3662.0,52.0
843.0,대우부품,1985.0,0.0,0.00%,500.0,992.0,944.0,11.0
844.0,한세엠케이,3130.0,0.0,0.00%,500.0,2077.0,1291.0,-121.0
845.0,천일고속,65900.0,0.0,0.00%,5000.0,293.0,627.0,-98.0
846.0,서울식품,251.0,0.0,0.00%,100.0,553.0,723.0,-36.0
847.0,텔코웨어,9690.0,0.0,0.00%,500.0,348.0,1222.0,12.0
848.0,TIGER 200 건설,2800.0,0.0,0.00%,0.0,,,
849.0,신풍제약우,42550.0,0.0,0.00%,500.0,,,
850.0,콤텍시스템,769.0,0.0,0.00%,500.0,3825.0,3491.0,173.0
851.0,한국종합기술,8500.0,0.0,0.00%,500.0,2683.0,3394.0,72.0
852.0,써니전자,2670.0,0.0,0.00%,500.0,164.0,772.0,18.0
853.0,KODEX 미국달러선물,11970.0,0.0,0.00%,0.0,,,
854.0,큐로,399.0,0.0,0.00%,500.0,807.0,1659.0,-150.0
855.0,메타랩스,738.0,0.0,0.00%,500.0,393.0,850.0,-14.0
856.0,가온전선,22050.0,0.0,0.00%,5000.0,10704.0,6590.0,166.0
857.0,KODEX 차이나2차전지MSCI(합성),10915.0,0.0,0.00%,0.0,,,
858.0,DSR,5720.0,0.0,0.00%,500.0,2724.0,3026.0,135.0
859.0,KBSTAR 코스닥150선물레버리지,9020.0,0.0,0.00%,0.0,,,
860.0,두올,2760.0,0.0,0.00%,2500.0,4956.0,4241.0,253.0
861.0,부산산업,86000.0,0.0,0.00%,5000.0,1280.0,1338.0,4.0
862.0,아센디오,1125.0,0.0,0.00%,500.0,216.0,681.0,-36.0
863.0,마니커,1425.0,0.0,0.00%,500.0,2527.0,1965.0,-130.0
864.0,진양산업,6920.0,0.0,0.00%,500.0,764.0,779.0,68.0
865.0,화승코퍼레이션,1795.0,0.0,0.00%,500.0,13998.0,11552.0,102.0
866.0,KODEX WTI원유선물(H),16615.0,0.0,0.00%,0.0,,,
